,MOF,15bar time (s),1bar time (s),5bar time (s)
536,XALCIX_clean,1777.0,395.8,889.7
537,NUDLIJ_clean,883.5,218.1,423.4
538,LETREJ_clean,4901.1,469.7,1926.0
539,OKIMAY_clean,3039.6,471.6,1599.2
540,KAVJEX_clean,14914.5,1189.7,5237.1
541,JOKWOV_clean,865.7,208.2,518.0
542,VAGMEX_clean,596.0,179.9,208.1
543,SONVEX_neutral_b,793.7,185.5,310.7
544,OLOGEC_clean,3117.6,377.8,1059.3
545,GINPAW_clean,13087.1,4550.2,9508.9
546,JEYXOB_clean,1219.4,296.8,787.2
547,NEYZAU_clean,1609.8,228.3,882.5
548,REJVOS_clean,674.8,253.9,372.3
549,XEKCIB_clean,325.0,242.4,289.4
550,XEVVUQ_clean,1639.1,359.4,996.5
551,ZAZNUL_clean,8536.6,915.7,3796.1
552,WUDTUM_clean,466.5,282.5,292.7
553,NAVCAO_clean,2192.6,655.5,1570.0
554,FUYKER_clean,1995.8,350.6,997.3
555,cg800945m_si_002_clean,465.0,470.8,465.0
556,WOLMOB_clean,1514.4,382.1,991.8
557,VIGRIO_clean,336.3,120.2,221.1
558,NAHFIO_clean,6107.4,826.5,2476.5
559,OFODET_clean,1578.1,321.9,732.8
560,UCOJIH_clean,1235.7,203.3,449.5
561,GEDPAH_clean,351.0,279.5,338.8
562,PIDMEV_clean,1389.2,255.2,603.7
563,YONNAR_clean,3224.4,314.8,1085.2
564,RIPKIM01_clean,761.2,350.5,367.1
565,DUNXUH12_clean,2730.7,359.2,1420.2
566,TIZFUF_clean,2091.3,494.4,823.1
567,j.inoche.2015.06.008_inc06013-mmc1_clean,1285.8,349.9,583.9
568,CODQOD_clean,441.9,288.6,430.8
569,HOKGUJ_clean,580.4,171.3,224.7
570,XADDOX_clean,1008.9,234.7,411.6
571,CAJHUS03_clean,63.1,59.8,60.1
572,GULWIU_clean,1414.2,232.9,498.2
573,KIPZEQ_clean,1877.4,367.9,1026.9
574,NIWZIE11_clean,61.9,60.2,60.3
575,TUMGUD_clean,287.4,201.2,243.3
576,GOVHOQ_clean,2244.6,872.4,1041.0
577,FAZPED_clean,1528.0,438.1,716.9
578,PAQMAY_clean,535.4,141.3,189.1
579,HUYKIV_clean,103.3,80.4,90.7
580,VEJYIT01_clean,2827.3,352.5,1183.4
581,KOJZUF_clean,3525.4,580.0,1764.4
582,XAPCUN_clean,4923.7,420.8,1799.9
583,BEXQIF_clean,673.4,156.2,223.6
584,acs.inorgchem.6b00001_ic6b00001_si_004_clean,263.4,190.8,256.2
585,XAXBAB_clean,1018.1,240.2,419.1
586,PUBSEL_clean,1914.6,279.0,800.2
587,LABGAY_clean,1498.7,500.4,925.3
588,KACGAZ_clean,866.6,186.0,376.7
589,EPAGEJ_clean,1158.5,391.9,497.8
590,XOVVIO_clean,531.4,272.4,294.0
591,HAZNIH_clean,1378.4,410.4,1008.9
592,AQUKII_clean,1371.3,398.3,836.0
593,HAJLIO_clean,611.1,410.0,429.7
594,BIWYAH10_clean,226.8,110.3,122.1
595,TAJXIO02_clean,341.9,208.3,335.8
596,VUWSAJ_clean,2148.5,296.0,940.1
597,MINCUJ_clean,1396.2,257.2,456.8
598,QONQEQ_manual,1419.9,237.5,540.3
599,OBUBIW_clean,901.4,360.6,393.4
600,CUZBUW_clean,1014.6,238.9,477.7
601,ECALOL_clean,202.6,104.7,135.8
602,ROCZUG_clean,931.9,210.4,326.2
603,OQUFIR_clean,3173.8,380.1,1439.8
604,PETXAP_clean,20970.3,1613.8,7659.4
605,VATVOE_clean,1827.5,483.1,733.2
606,GAKBAX_clean,1782.1,463.6,740.1
607,TAPXIT01_clean,596.5,329.1,369.0
608,ORAJEX_clean,250.6,199.7,226.0
609,VUKTAY_clean,1633.0,353.9,887.9
610,FIGQUJ_clean,1165.4,464.3,636.5
611,PARVUB_clean,699.3,619.6,617.4
612,SABZED_clean,682.0,259.6,405.5
613,OQUXAB_clean,3822.0,522.1,1749.7
614,PUMGIP01_clean,1848.1,377.0,1041.0
615,KEJQAR01_clean,494.3,155.8,180.0
616,XALTIP_clean,743.5,186.2,246.4
617,FUVDEH05_clean,6708.5,1112.2,3698.1
618,IYAHAT_clean,304.5,210.3,216.6
619,DOKHIV_clean,1191.3,308.2,620.1
620,UNABER_clean,1065.3,509.8,571.3
621,ic025743v_s1_clean,511.8,185.6,202.4
622,EXIDOF_clean,767.5,155.3,358.2
623,OPOBOL_clean,225.3,94.3,143.4
624,SONVAT_neutral_b,801.8,182.4,308.6
625,IGUVIR_clean,768.4,270.8,480.1
626,OTAVUB_clean,826.4,256.3,321.2
627,ROQNES04_clean,839.6,265.6,322.7
628,XAGCUE_clean,5629.2,1651.8,4114.0
629,NANNEY_clean,2652.6,709.9,1780.1
630,VAZLUF_clean,1243.8,307.7,560.5
631,GUNFAW01_neutral,147.2,89.5,104.6
632,SETSOB_clean,644.4,172.9,247.9
633,PIBNUK01_clean,2429.8,389.0,762.4
634,ISUFOS_clean,793.4,369.2,459.4
635,ic400853r_si_002_clean,2196.3,546.8,1482.9
636,RANPAA_clean,1818.7,285.4,821.2
637,HOJNIF_clean,853.8,315.5,343.5
638,NIWZIE18_clean,64.2,62.8,61.0
639,PIBNUK_clean,2388.9,379.0,758.8
640,YAQCEY_clean,2972.3,387.2,1260.1
641,CAZNEY_clean,1360.3,249.9,526.5
642,MIJMAU_clean,896.5,401.9,433.0
643,j.jssc.2015.06.039_mmc3_clean,1465.8,348.3,856.7
644,HUZXUX_clean,4263.1,549.7,1697.2
645,WARFAY06_clean,2092.0,252.3,1034.0
646,SUWBET_clean,6861.0,759.4,3133.7
647,OXALUV_SL,2342.4,305.3,854.6
648,LABPUB_clean,1070.5,648.9,677.8
649,HUCXUA_clean,1879.5,329.3,841.3
650,QERWAL_clean,2041.0,342.2,972.5
651,PIKBUH_clean,373.7,316.1,361.9
652,PUJQEQ_clean,2225.9,360.5,784.3
653,KIDDIM_clean,1555.0,310.5,902.1
654,SIQFIH_clean,707.1,273.6,375.5
655,HIWLIK_clean,1087.0,190.0,599.9
656,NUCYER_clean,326.9,194.5,204.4
657,IWEWOY_clean,1941.4,355.8,848.0
658,JAKPET_clean,335.9,256.5,278.7
659,c5dt03344f_c5dt03344f2_clean,1141.1,383.1,458.3
660,j.jssc.2016.10.008_Tb_clean,6676.8,1589.1,3831.5
661,acs.inorgchem.6b00158_ic6b00158_si_002_clean,553.5,229.6,240.8
662,ESURER03_clean,1794.9,302.1,883.8
663,UXOZIS02_clean,230.6,144.0,158.9
664,MONWET_clean,757.4,287.9,387.4
665,WOPSAX_clean,4509.8,402.8,1576.8
666,PURSOK_clean,947.9,236.0,458.3
667,HAKCIG_clean,466.8,245.5,295.5
668,CETNUL_clean,2608.5,401.0,1382.4
669,NEVPOU_clean,1685.4,275.7,715.7
670,NOCKUM_clean,2030.1,344.2,952.4
671,MICNAO_clean,1294.4,281.7,674.8
672,AMIXAW_clean,1448.3,393.2,999.6
673,SEHVOQ_clean,1290.2,193.5,705.9
674,IVEQAC_clean,1044.2,254.1,529.6
675,EPECEJ_clean,5180.2,556.0,2272.4
676,ATOGEV_clean,636.9,157.0,340.0
677,SOHNAF_clean,1256.0,202.3,454.2
678,TUMQID_clean,1502.1,282.8,848.1
679,MOLLII_clean,207.1,132.9,201.3
680,XANMUX01_clean,814.2,222.0,305.7
681,GIVNOQ_clean,1975.2,324.7,748.6
682,OCUMOR_clean,3845.4,480.2,1718.2
683,VIXWEF_clean,329.4,124.8,136.0
684,PIZHEN_clean,417.5,301.1,336.1
685,FALZOI_clean,556.4,156.6,197.9
686,ASIVAB_clean,533.0,146.6,182.2
687,KUCDES_clean,9917.5,1158.4,4095.9
688,MOSDUT_clean,1834.6,309.3,819.9
689,c5ce02140e_c5ce02140e2_clean,2679.2,437.1,1418.3
690,OLANEW_clean,1818.4,375.5,706.9
691,LIDSEY_clean,2141.9,327.2,1171.4
692,LACBID_clean,1014.1,213.5,362.4
693,EROCIZ_clean,3200.2,635.9,1700.2
694,YUKVUW_clean,1690.4,250.0,875.3
695,XIFLUV_clean,1356.9,1055.8,1256.4
696,EDAGAT_clean,590.3,258.8,303.4
697,DUNYOC_clean,1354.9,280.6,468.5
698,UMODEH07_clean,945.6,203.6,317.1
699,FOFDAH_clean,686.1,363.3,532.5
700,UJAQUS_clean,2688.4,284.3,1022.3
701,YEBLAT_clean,716.8,230.4,287.9
702,ODODUI_clean,1109.8,238.2,366.4
703,VOXVAH_clean,4824.9,697.3,2668.2
704,BIXCOC_clean,916.4,313.8,391.8
705,HAZGOF04_clean_h,330.9,250.0,295.8
706,ASOSUY_clean,1538.9,256.8,602.9
707,NORBUT_clean,2936.8,1069.2,1412.6
708,PEPLAY_clean,1306.9,216.2,524.5
709,PAPPAZ_clean,1109.2,323.5,565.4
710,BOJDAG_clean,933.6,291.6,709.4
711,GUBZAF_clean,1282.7,336.7,454.1
712,YARBUQ_clean,7461.4,2212.2,5057.5
713,KUFVIS_clean,3775.5,554.2,2008.0
714,WUZGAB_clean,1976.0,344.0,716.4
715,c6ce00155f_c6ce00155f2_clean,489.4,243.2,442.1
716,IJAPOA_clean,1697.3,271.1,686.0
717,ZEDLOL_clean,1056.2,326.7,592.4
718,LADWAR_clean,1416.3,402.9,578.7
719,MAGNEQ04_clean,98.2,67.0,84.1
720,AMUWUB_clean,511.7,227.9,242.9
721,HAMLIT_clean,3675.8,431.6,1672.9
722,XUGDOU_clean,1255.3,329.9,769.0
723,DUKDOD_clean,411.9,277.2,293.6
724,TEWFOS_clean,2685.0,479.9,1544.3
725,POKTUG_clean,1177.0,558.8,571.2
726,ic502730y_si_002_clean,1915.3,297.1,778.3
727,AMIWID_clean,1389.8,369.4,946.9
728,GEDREO_clean,963.7,251.2,549.0
729,AVIMIC_clean,996.7,452.1,597.9
730,XANXUF_clean,393.0,286.5,350.3
731,FATQID_clean,185.3,84.4,92.8
732,YEBKUM_clean,409.5,175.4,189.2
733,PUDSOX_clean,742.1,176.9,296.0
734,MUNPAN_clean,3195.3,371.2,1208.3
735,cg100357q_si_002_clean,1786.4,498.7,1233.2
736,MUXJAQ02_clean,208.0,79.0,142.8
737,cg501141m_si_003_clean,3628.7,534.7,1965.9
738,ncomms13008_ncomms13008-s4_clean,4249.3,1050.3,2395.1
739,KAHKUB02_clean,556.3,173.6,204.9
740,LEVNOQ01_clean,2088.3,332.5,1110.6
741,EGEJOQ_clean,6536.8,982.6,3164.8
742,VIWMEV_clean,1744.4,338.7,748.6
743,IYEXOZ_clean,3063.2,450.5,1156.3
744,FAKLUA_clean,1135.4,207.8,412.3
745,HUBQEC_clean,1755.1,576.6,650.6
746,BAXGAK_clean,2178.0,379.3,1065.5
747,KOMHUR_clean,3449.0,980.6,2291.2
748,ZETQAS_clean,621.1,465.1,506.7
749,TETZID_clean,1721.4,399.5,916.5
750,MATTOR_clean,998.6,243.6,600.2
751,UVEWIC01_clean,221.4,132.4,147.8
752,VAHSON_clean,1386.3,720.3,1205.2
753,DEPSEW_clean,2095.6,728.2,1560.9
754,TIKXIV_clean,139.5,135.9,136.1
755,VOZVEN01_clean,677.8,172.7,284.6
756,UMODEH10_clean,913.0,196.7,371.1
757,UBIPAY_clean,1819.4,347.1,899.4
758,GAXWAF_clean,1005.1,217.4,475.6
759,PIDNEX_clean,2131.1,251.3,659.3
760,CAXVUU_clean,1098.2,214.9,382.9
761,NUCYAN_clean,334.1,195.5,208.3
762,MAGVOG25_clean,227.6,85.4,146.2
763,TUMQOJ_clean,1562.6,291.4,904.4
764,XOHLEM_clean,1058.6,203.2,527.3
765,IFENOY03_SL,2484.6,730.9,925.8
766,CUMKIG_clean,1033.2,395.3,572.1
767,BEDYEQ_clean,568.4,166.9,199.4
768,KAKCEH_clean,1626.1,310.8,624.0
769,WUTKUR_clean,597.2,254.0,304.9
770,ZIWLUO_clean,5589.2,665.8,2654.9
771,ARUYUH01_clean,2486.9,391.5,1468.8
772,HUVHIR_clean,1573.1,333.5,766.0
773,CUWYAW_clean,1014.2,199.0,429.9
774,WIRMOB_clean,4369.7,659.9,2086.6
775,ESIGES02_clean,3803.8,463.0,1890.4
776,ic034943jsi20030807_040506_clean,4079.8,756.0,2332.2
777,PEJNUP_clean,910.1,184.4,310.0
778,WIFGOJ_clean,546.7,278.3,287.1
779,ESUSAO01_clean,1038.0,237.9,521.6
780,OKUSUK_clean,1181.3,230.1,382.9
781,LELDOX_clean,1865.8,281.8,643.4
782,ABAYOU_clean,14025.0,1463.8,6154.1
783,VABMER_clean,2671.2,1224.8,2310.6
784,WEHJUQ_clean,6325.2,499.6,2130.5
785,OJUPEQ_clean,1896.4,374.9,933.7
786,c6ce00407e_c6ce00407e1_clean,1271.9,234.0,445.5
787,AFITEP_clean,1302.0,272.2,777.7
788,RORTID_clean,1975.5,316.6,797.8
789,SEHTEF_clean,1084.2,175.5,445.7
790,UMODEH17_clean,964.7,200.9,323.7
791,PICTIG_clean,951.3,219.0,372.9
792,IBAQEJ_clean,941.7,184.7,308.1
793,OKUTAR_clean,1080.7,216.5,383.5
794,JIVSAJ01_clean,3064.7,2239.1,2712.6
795,RAVCUO_clean,1800.9,781.2,1508.4
796,XAMDUM05_clean,810.8,185.0,319.4
797,VAQTUF_clean,791.7,179.4,295.0
798,LAPZIO_clean,2400.5,273.2,919.5
799,YUKKAS_clean,461.9,237.9,273.0
800,HAFDUQ_clean,5030.6,696.5,2633.8
801,OXUPUT_clean,1368.1,235.8,557.6
802,LACJAC_clean,705.6,260.4,440.5
803,ATICEL_clean,552.3,253.0,284.8
804,acscombsci.5b00188_5036495_clean,107.8,67.7,80.6
805,NUHRAL_clean,6990.2,710.2,3149.2
806,CIJVOH_clean,812.7,178.9,276.3
807,QAWROW_clean,2180.5,668.4,1479.6
808,IPIVOT_clean,1845.0,467.6,1161.6
809,IYOQIY_clean,1172.0,271.0,566.7
810,QONQAM_clean,865.9,181.4,324.4
811,PIBPAS01_clean,1811.8,329.0,661.2
812,LIWXIZ_clean,652.7,560.8,586.5
813,FIHFAF_clean,3207.2,422.5,1503.7
814,WITJOA_clean,2732.9,386.5,1325.8
815,LUKREO_clean,3124.8,605.0,1595.9
816,DOJXOR_clean,4155.6,451.4,1717.6
817,QITDII_clean,724.7,487.5,500.6
818,WALCET_clean,3706.9,769.6,2333.5
819,IREGOD_clean,2812.1,369.6,1293.0
820,HUNFON_clean,414.1,290.1,401.2
821,KIQKOK_clean,1690.0,517.9,727.1
822,HUHJAW_clean,370.1,308.3,353.4
823,SAKDEP_clean,3999.7,662.1,2169.8
824,KOFPEB02_clean,1375.6,390.3,628.8
825,UFENEZ_clean,220.3,147.3,168.9
826,TACPET_clean,795.8,328.4,475.3
827,ALEJIM_clean,560.0,136.2,193.4
828,YINCUV_clean,6241.4,1005.2,3518.4
829,YIWBEN_clean,960.1,238.6,485.4
830,WEYQAU01_clean,1018.3,164.0,449.0
831,QOCBUH_clean,4619.4,886.8,3026.3
832,TADWOM_clean,1483.5,247.3,633.7
833,HUWZIK_clean,631.3,293.5,314.7
834,HUYKAN_clean,2703.1,518.5,1144.4
835,CODFUX_clean,910.6,202.4,605.2
836,UNECUN_clean,2365.8,245.6,895.2
837,CICSOW_clean,1495.9,505.6,1200.9
838,IGITOJ_clean,2064.2,486.3,703.5
839,ja808995d_si_002_clean,513.2,233.2,258.0
840,c6ce00407e_c6ce00407e5_clean,39714.7,2270.0,12090.7
841,FOFHEO_clean,2445.3,507.4,1544.1
842,IXISUD_clean,1949.6,405.2,1047.0
843,JOVYAW_clean,1037.1,228.0,554.2
844,magnetochemistry3010001_PF362NdCl_clean,785.5,280.2,411.5
845,OCAQOY_clean,676.5,321.8,366.3
846,SABXOL_clean,683.1,259.0,410.7
847,XADFAL_clean,999.8,258.1,598.3
848,IYUHOB_clean,2918.4,341.0,1388.3
849,ISIKIF_clean,848.3,358.0,393.2
850,LAWFUN_clean,1672.9,339.4,876.4
851,GUGNON_clean,2663.5,392.1,1228.7
852,FUWFUA_clean,2574.7,342.9,1059.1
853,ic502369y_si_002_clean,990.2,449.4,572.6
854,OVIZID_clean,2292.4,435.4,1148.3
855,PUBSIP_clean,1415.3,240.4,565.7
856,jp102463p_si_004_clean,1176.3,212.6,442.8
857,YOFGOR_clean,2472.5,461.2,1495.7
858,KEDJAG20_clean,667.8,169.7,224.4
859,KUFVAK_clean,1206.8,202.4,441.1
860,ncomms7350-s2_clean,1708.2,450.4,745.8
861,RUGJEK_clean,281.7,172.9,200.4
862,DOGZIJ_clean,1030.6,344.4,587.1
863,ODIXIK_clean,6747.4,792.5,3305.0
864,JIZJEJ_clean,510.9,212.8,225.4
865,RIWNAO_clean,3495.7,525.5,1370.9
866,GUXZIJ_clean,889.5,191.8,421.0
867,PUQDOW_clean,2994.5,543.2,1733.0
868,WIZMAV02_auto,9949.2,811.6,3545.9
869,XUKLAS_clean,705.2,255.2,385.3
870,VEJZIU_clean,6074.1,583.7,2102.4
871,HAPPAS_clean,2985.8,455.9,1304.7
872,LAPLEW01_clean,3958.7,544.2,2068.8
873,SASKIH_clean,1125.2,322.4,494.9
874,QEKLID01_clean,1161.4,278.0,651.4
875,jacs.6b06239_ja6b06239_si_002_clean,1217.6,219.8,404.4
876,AGESIP_clean,985.6,322.0,448.2
877,HEXNUU_clean,1223.6,274.1,665.8
878,QODHUO07_clean,3508.3,643.4,1657.2
879,GAJZAU_clean,1192.5,373.6,478.6
880,IXOFAD_clean,1500.4,220.7,564.9
881,FIQZAH_clean,733.7,238.6,462.5
882,DULCAQ_clean,845.1,428.2,452.9
883,UMABOB_clean,2180.8,309.2,976.0
884,ja511019u_ja511019u_si_002_clean,584.8,201.7,238.6
885,CUGVUW_clean,1120.7,425.9,507.2
886,WARJAC_clean,605.5,181.7,224.2
887,OPURIB_clean,624.2,418.0,449.5
888,HIQWOV_clean,3042.5,364.4,1285.5
889,LUDVAH_clean,1731.5,337.6,888.9
890,FUXXIH_clean,2605.0,496.3,1013.2
891,BOCTOE05_clean,362.4,188.1,203.4
892,DELTAQ03_clean,61.7,61.8,62.0
893,j.inoche.2014.12.007_INC05825-mmc2_clean,2136.8,931.4,1107.9
894,BETHEP_clean,1509.9,241.1,556.6
895,LAZJAZ_SL,1395.7,411.6,802.3
896,SURDOA_clean,1663.3,488.0,867.3
897,NARNIG_clean,474.9,305.6,327.9
898,LIDSIC_clean,3732.2,452.0,1856.2
899,ADUROI_clean,1367.0,322.9,438.4
900,TOXNEB_clean,1160.0,187.3,524.6
901,UPOSOI_clean,2188.8,563.5,1414.0
902,FOSTOY_clean,3413.1,326.3,1278.1
903,BUCPAS_clean,1934.8,596.5,1128.2
904,POHLUV_clean,1552.9,368.4,791.6
905,GACYER_clean,3730.3,345.6,1326.9
906,SOZSAD_clean,4609.4,436.5,1880.9
907,j.inoche.2015.08.009_inc06079-mmc5_clean,1626.9,375.2,647.7
908,PALTON_clean,4366.4,520.9,2012.8
909,IWEVAJ_clean,2525.4,285.1,842.4
910,QACRES_clean,2054.0,1598.8,1970.8
911,HEDGUS_clean,240.8,100.0,153.8
912,CUQDOH_clean,2279.2,388.0,897.4
913,DIWMUT_clean,3748.8,395.8,1621.4
914,TUTHIA_clean,1263.8,244.4,555.5
915,XOXMED_clean,2544.1,384.0,882.0
916,ic502921j_si_003_clean,1955.6,353.3,836.0
917,KOMGEZ_clean,13607.3,3047.6,8860.0
918,VUKJUI_clean,1381.2,329.5,754.1
919,BOWSOW_clean,1090.7,213.7,691.2
920,ORAKAU_clean,252.6,204.4,230.6
921,CSMNOX_clean,87.1,49.0,60.8
922,FOQTAH_clean,2139.9,392.7,1030.0
923,NOCYUB_clean,1399.8,430.4,651.3
924,ULOGIL_clean,557.5,234.8,284.9
925,CANROA_clean,1831.7,327.1,772.8
926,OXITOF_clean,521.8,207.0,224.0
927,TAKTIL_clean,1572.0,206.1,825.3
928,DISSUU_clean,1302.2,249.3,659.1
929,XUNRUV_clean,745.6,255.5,482.2
930,EQOCIW_clean,1737.1,407.2,1014.6
931,TIVYAZ01_clean,547.8,149.7,189.3
932,cg900505v_si_004_clean,1420.7,661.5,978.1
933,JORRAL_clean,895.0,228.2,454.7
934,QODHUO08_clean,3570.9,653.5,1658.8
935,GOYYAW_clean,623.0,324.0,344.2
936,RUBGUS_clean,1564.5,334.1,959.3
937,VANXUD03_clean,958.2,180.0,514.2
938,jacs.6b11422_R-1_clean,1215.2,583.9,603.8
939,ODONIF_clean,1348.0,863.6,892.0
940,WUPZUE_clean,1053.4,230.7,584.6
941,HUFJID_clean,857.1,238.6,420.5
942,UNECOH_clean,2081.9,247.8,800.9
943,EVURAP_clean,1370.4,296.1,762.0
944,SUKREX_clean,913.5,278.5,487.2
945,CEYYIQ_clean,1127.8,289.6,403.4
946,PUWDOA_clean,3231.3,343.0,1241.4
947,VICLAW_clean,2015.4,620.7,846.8
948,AWASEY_clean,465.7,175.7,189.4
949,VIWLAQ_clean,1735.7,348.6,619.8
950,TEQLIM_clean,2778.3,378.0,1108.4
951,FEWXEM_clean,967.0,200.7,320.2
952,UMEDIB_clean,478.8,176.4,197.3
953,NEZWOG01_clean,1098.4,273.8,402.5
954,acs.cgd.5b00681_AJUPEC1449470_clean,1351.7,358.3,715.1
955,UMOYOM03_clean,936.7,204.5,315.3
956,QOFCEV_clean,3602.0,657.6,1719.4
957,VAGBEN_clean,2509.0,500.3,1223.3
958,ILOJOJ_clean,745.8,298.6,400.3
959,ESASEY_clean,3764.8,776.5,2337.4
960,TIZMUM_clean,222.7,164.6,225.2
961,POKSOZ_clean,1282.1,447.2,595.0
962,EQIWAD_clean,125.2,102.4,109.0
963,ja500618z_si_008_clean,1121.6,253.3,456.0
964,WIFGUP_clean,248.1,213.0,216.9
965,YAQZUN_clean,795.7,247.7,341.5
966,SIZGEO_clean,762.5,208.5,316.3
967,FAQGIO_clean,316.0,214.4,249.6
968,j.ica.2016.09.043_Compound2_clean,1499.8,444.2,674.4
969,JUJZEV_clean,416.9,287.6,312.6
970,GAWMAU_clean,937.9,515.3,551.9
971,c5cc02372f_c5cc02372f2_clean,931.9,297.5,459.9
972,QIVQAP_clean,18364.1,2335.2,9457.7
973,YOZKOP_clean,650.3,289.7,355.1
974,ZIYQAB_clean,909.4,298.6,447.2
975,ja206917z_si_001_clean,476.6,262.5,271.8
976,WUTBIW_clean,1341.4,381.9,632.5
977,HIWMAD_clean,2374.7,303.1,1148.7
978,LAPMIB_clean,5985.1,2181.6,4569.7
979,QUQHAM_clean,758.5,340.6,445.0
980,ja110042b_si_003_clean,2521.6,343.0,855.1
981,PODVIP_clean,792.7,410.5,477.9
982,XENKIM_clean,2850.0,340.9,1036.0
983,NAVJAW01_clean,936.9,215.0,321.1
984,HAZWIP_clean,1447.5,227.6,488.0
985,JOKXEM_clean,1033.8,357.7,439.2
986,c5nj03044g_c5nj03044g2_clean,5680.8,904.8,3313.8
987,SETRAM_clean,825.9,160.6,307.3
988,EKOPEA_clean,1481.6,222.1,707.3
989,XOFTOC_clean,425.6,251.1,388.6
990,DOYHOQ_clean,1408.1,230.0,630.8
991,YIWNEX_clean,653.6,196.8,243.1
992,ILOSOS_clean,4118.6,681.6,1598.4
993,IMAXUR_clean,2357.5,296.6,967.4
994,VONCIM_clean,2556.7,365.0,1156.0
995,ITIBOD_clean,1410.3,314.1,847.0
996,QOMRUH_clean,946.7,205.9,378.3
997,USAWIW_clean,969.4,257.1,360.7
998,ANENIR_clean,555.2,264.6,305.7
999,ROLCEC_clean,138.6,94.0,115.4
1000,GIZXET_clean,4280.2,620.3,2271.8
1001,ic5008457_si_002_clean,1008.5,232.2,408.8
1002,TUNDAJ_clean,904.3,512.9,557.6
1003,TUKDAG_clean,380.8,141.9,270.8
1004,ASADAA_clean,973.6,263.7,468.7
1005,SURHEU02_clean,9840.8,1355.6,4981.9
1006,PAMHIW_clean,3327.8,400.7,1508.7
1007,CETGOY_clean,2045.8,437.8,729.6
1008,EVUDAA_clean,4526.3,489.4,2057.9
1009,UJOJIO_clean,487.2,231.7,428.3
1010,FODYUT_clean,705.4,239.1,523.6
1011,ONALEV_clean,2086.7,398.8,1367.1
1012,UKOZOL_clean,1583.0,330.5,643.6
1013,ZUDPEV_clean,650.8,253.9,319.5
1014,OHEMIX_clean,1053.8,285.7,434.9
1015,cm503311x_aloh225K_clean,845.2,187.4,319.7
1016,POKVIW_clean,1056.0,497.3,607.2
1017,ZOXTIR_clean,1478.8,404.2,836.3
1018,KUNLEL_clean,821.3,303.3,468.0
1019,XUCSAR01_clean,1453.7,325.0,719.2
1020,cm503311x_aloh175K_clean,853.8,186.4,318.0
1021,KOZNIY_clean,663.7,189.8,259.1
1022,XEWFAI_clean,948.0,348.7,382.7
1023,POKSUF_clean,755.1,443.0,445.7
1024,IQOZUJ_clean,1502.6,366.7,840.5
1025,OPEGOG_clean,3001.8,1688.1,2431.8
1026,NIKYOW02_clean,766.5,256.7,459.9
1027,OLANIA_clean,1404.2,379.0,564.0
1028,SOZBIS_clean,512.4,153.6,178.8
1029,CAVPUM_manual,5922.7,552.6,1943.4
1030,VONSEY_clean,5849.9,746.1,3051.2
1031,LENKIA_clean,935.2,210.6,330.8
1032,CUVTUJ_clean,996.7,209.7,342.1
1033,NAQREE_clean,1028.2,203.7,330.7
1034,XAPCOJ01_clean,1105.4,187.5,469.4
1035,BACMOH10_clean,588.8,242.0,281.6
1036,HOGJOD_clean,5003.4,723.0,2747.7
1037,QOTWON_clean,770.0,401.4,418.2
1038,NEYYUN_clean,1553.9,213.6,830.4
1039,ncomms11950_ncomms11950-s5_clean,954.0,366.3,419.5
1040,CIWYUD_clean,1001.2,232.6,467.1
1041,ROLCEC01_clean,138.0,94.7,114.8
1042,KIVSUF_clean,684.5,276.6,366.7
1043,QUGNOV_clean,312.0,210.7,306.0
1044,KIKFIV_clean,1703.2,372.9,742.9
1045,KEBFII_clean,1007.8,305.9,431.5
1046,WAHNEB_clean,2256.1,285.5,663.3
1047,FURFIJ01_clean,615.8,260.0,373.3
1048,DEPYAZ_clean,5017.5,538.2,2100.6
1049,RIFDUG01_clean,888.0,182.3,343.0
1050,ja202154j_si_003_clean,1675.1,395.5,603.5
1051,LUFQUZ02_clean,556.4,141.5,297.5
1052,WOXROQ_clean,1000.6,323.6,732.4
1053,ABEYIR_clean,1085.8,263.3,527.6
1054,SIQFED_clean,1253.2,358.1,649.0
1055,SOVHAM_clean,611.8,219.1,274.1
1056,OQUXEF_clean,3588.7,521.3,1675.6
1057,EBEMEF_clean,289.5,151.0,164.1
1058,YAYRAT_clean,8487.0,736.5,3365.8
1059,WUYXIZ_clean,2111.3,338.6,768.5
1060,PAPPIH_clean,1827.9,595.7,750.7
1061,PEQRUZ_clean,1457.4,349.6,993.0
1062,FIFMIS_clean,3368.7,606.0,1950.8
1063,CODKOX_clean,446.0,283.7,441.4
1064,ic502921j_si_002_clean,2034.0,286.8,761.9
1065,HUDMAW_clean,955.0,378.3,527.9
1066,EXAPEA_clean,315.4,216.8,230.4
1067,ja109659k_si_002_clean,827.1,185.5,350.4
1068,SUCLOT_clean,529.5,160.5,203.9
1069,NEXVUI_clean,518.8,249.0,266.1
1070,DIKPOD_clean,314.3,172.5,179.5
1071,NIPNOQ_clean,1708.1,331.6,806.7
1072,c5cc09925k_c5cc09925k2_clean,7891.7,935.3,3809.6
1073,ONESUX_clean,1015.7,719.5,750.3
1074,EZIMEG_clean,2997.3,404.5,1561.6
1075,ATIRUS_clean,1096.3,539.6,554.6
1076,BOFCEG_clean,1562.8,342.3,1021.0
1077,BOZFON_clean,2049.2,385.5,1099.2
1078,DEHBIC_clean,563.9,313.8,326.5
1079,DOKHOB_clean,1093.2,367.2,573.2
1080,PEPBAO_clean,1015.3,312.4,586.4
